Units,Dollars,Comic-book Title,Issue,Price,On sale,Publisher,Est. units
383,402,Rock Candy Mountain,8,$3.99,02/07/18,Image,"2,460"
384,403,Empowered & Sistah Spookys High School Hell,3,$3.99,02/21/18,Dark Horse,"2,452"
385,404,Angelic,6,$3.99,02/14/18,Image,"2,441"
386,408,Amazing Spider-Man,793,$3.99,02/07/18,Marvel,"2,411"
387,347,X-Men Grand Design,2,$5.99,01/03/18,Marvel,"2,411"
388,380,Grimm Fairy Tales Grimm Tales of Terror Vol. 3,13,$3.99,02/28/18,Zenescope,"2,401"
389,405,Thanos,13,$3.99,11/22/17,Marvel,"2,388"
390,382,Backways,3,$3.99,02/28/18,Aftershock,"2,358"
391,359,Haunted Horror,32,$4.99,02/07/18,IDW,"2,318"
392,386,Grimm Fairy Tales Grimm Tales of Terror Vol. 3,12,$3.99,02/21/18,Zenescope,"2,299"
393,388,Stargate Atlantis Universe Anthology 2018,,$3.99,02/14/18,American Mythology,"2,276"
394,389,Grimm Fairy Tales Dance of the Dead,4,$3.99,02/28/18,Zenescope,"2,272"
395,409,Halo Rise of Atriox,5,$3.99,02/07/18,Dark Horse,"2,260"
396,411,Giants,3,$3.99,02/14/18,Dark Horse,"2,255"
397,391,Black Sable,4,$3.99,02/14/18,Zenescope,"2,233"
398,415,Old Man Hawkeye,1,$3.99,01/10/18,Marvel,"2,218"
399,393,Torchwood The Culling,4,$3.99,02/14/18,Titan,"2,214"
400,358,Trumps Titans Vs. Mandela Effect,1,$4.99,02/28/18,Keenspot,"2,187"
401,394,Warhammer 40000 Fallen,4,$3.99,02/14/18,Titan,"2,177"
402,407,Giant Days,35,$3.99,02/07/18,Boom,"2,147"
403,421,Venom,160,$3.99,01/10/18,Marvel,"2,139"
404,422,Venom,159,$3.99,02/07/18,Marvel,"2,130"
405,419,American Way Those Above and Below,6,$3.99,02/21/18,DC,"2,125"
406,398,Heathen,6,$3.99,02/21/18,Vault,"2,125"
407,397,Stabbity Bunny,2,$3.99,02/14/18,Scout,"2,124"
408,412,Damned,8,$3.99,02/07/18,Oni,"2,055"
409,413,Mighty Crusaders,3,$3.99,02/14/18,Archie,"2,035"
410,401,Songs for the Dead,1,$3.99,02/07/18,Vault,"2,024"
411,342,Knights of the Dinner Table,252,$5.99,02/28/18,Kenzer,"2,018"
412,406,Monstro Mechanica,3,$3.99,02/07/18,Aftershock,"2,016"
413,416,Comic Book History of Comics Comics For All,3,$3.99,02/21/18,IDW,"1,975"
414,410,Quarrys War,3,$3.99,02/07/18,Titan,"1,891"
415,465,Cult Classic Return to Whisper,1,$1.99,02/28/18,Vault,"1,848"
416,270,Batman The Dark Prince Charming HC Book 1,,$12.99,02/14/18,DC,"1,750"
417,426,Half Past Danger II Dead to Reichs,5,$3.99,02/07/18,IDW,"1,719"
418,434,Cosmo,2,$3.99,02/07/18,Archie,"1,718"
419,432,Horizon,18,$3.99,02/21/18,Image,"1,653"
420,424,Brilliant Trash,4,$3.99,02/21/18,Aftershock,"1,614"
421,429,Athena Voltaire 2018 Ongoing,1,$3.99,02/14/18,Action Lab,"1,603"
422,351,Backstagers 2018 Valentines Intermission,1,$7.99,02/07/18,Boom,"1,576"
423,427,Alters,10,$3.99,02/21/18,Aftershock,"1,521"
424,428,X-Men Blue Annual,1,$4.99,01/24/18,Marvel,"1,492"
425,436,Charismagic Vol. 3,1,$3.99,02/14/18,Aspen,"1,475"
426,431,Flash Annual,1,$4.99,01/31/18,DC,"1,411"
427,437,Abbott,1,$3.99,01/24/18,Boom,"1,398"
428,425,Tremendous Trump Retromastered Ed (One Shot),,$4.99,02/21/18,Antarctic,"1,382"
429,439,Gold Digger,250,$3.99,02/28/18,Antarctic,"1,380"
430,433,Three Stooges Shemptastic Shemptacular Special,,$3.99,02/07/18,American Mythology,"1,368"
431,440,Agent 47 Birth of Hitman,4,$3.99,02/28/18,Dynamite,"1,356"
432,441,Killer Instinct,5,$3.99,02/14/18,Dynamite,"1,323"
433,450,Batman White Knight,2,$3.99,11/01/17,DC,"1,318"
434,579,Image Firsts Walking Dead,1,$1.00,12/12/12,Image,"1,314"
435,452,Punisher,219,$3.99,12/13/17,Marvel,"1,296"
436,383,Regular Show 2018 Special,1,$7.99,02/14/18,Boom,"1,286"
437,455,Doctor Strange,383,$3.99,02/07/18,Marvel,"1,273"
438,438,Ghost Money,7,$3.99,02/14/18,Lion Forge,"1,261"
439,454,Underwinter Field of Feathers,5,$3.99,02/28/18,Image,"1,234"
440,446,Shrugged Vol. 3,1,$3.99,02/28/18,Aspen,"1,225"
441,590,Image Firsts Saga,1,$1.00,12/12/12,Image,"1,219"
442,442,Fu Jitsu,5,$3.99,02/28/18,Aftershock,"1,204"
443,662,True Believers Wolverine Weapon X,1,$1.00,02/08/17,Marvel,"1,197"
444,458,Marvel Two-In-One,2,$3.99,01/24/18,Marvel,"1,184"
445,460,Rogue & Gambit,1,$3.99,01/03/18,Marvel,"1,183"
446,444,John Carpenter Tales of Sci Fi Vortex,5,$3.99,02/28/18,Storm King,"1,172"
447,663,True Believers Wolverine X-23,1,$1.00,02/15/17,Marvel,"1,164"
448,463,Batman White Knight,1,$3.99,10/04/17,DC,"1,136"
449,470,Spider-Gwen,26,$3.99,01/31/18,Marvel,"1,125"
450,448,Shiver Bureau,1,$3.99,02/21/18,Scout,"1,094"
451,451,Cavewoman Pool Party,1,$3.99,02/14/18,Amryl,"1,054"
452,483,Days of Hate,1,$3.99,01/17/18,Image,"1,053"
453,474,Throwaways,12,$3.99,02/28/18,Image,"1,023"
454,477,Batman The Red Death,1,$3.99,09/20/17,DC,"1,002"
455,457,Jean Grey,11,$4.99,01/31/18,Marvel,984
456,430,Quake Champions,3,$5.99,02/21/18,Titan,976
457,461,Chasing Hitler,4,$3.95,02/28/18,Red 5,972
458,459,Long Lost,4,$3.99,02/28/18,Scout,965
459,467,Jazz Maynard Vol. 2,1,$3.99,02/07/18,Lion Forge,923
460,464,Amazing Spider-Man Venom Inc Omega,1,$4.99,01/17/18,Marvel,921
461,705,True Believers Wolverine Origin,1,$1.00,02/08/17,Marvel,921
462,396,Charlton Arrow,3,$7.99,02/21/18,AC,908
463,469,Riftworld Legends,1,$3.99,02/28/18,Joe Books,902
464,435,Atlas and Axis,2,$5.99,02/14/18,Titan,901
465,490,Captain America,697,$3.99,02/07/18,Marvel,897
466,491,Dark Nights Metal,3,$3.99,10/11/17,DC,853
467,472,Detective Comics Annual,1,$4.99,01/31/18,DC,850
468,471,Stabbity Bunny,1,$3.99,01/10/18,Scout,850
469,494,Legion,1,$3.99,01/24/18,Marvel,845
470,476,Chasing Hitler,3,$3.95,02/14/18,Red 5,839
471,485,Jupiter Jet,3,$3.99,02/14/18,Action Lab,835
472,478,Catalyst Prime Noble,9,$3.99,02/07/18,Lion Forge,829
473,479,Catalyst Prime Superb,7,$3.99,02/21/18,Lion Forge,828
474,480,Catalyst Prime Summit,3,$3.99,02/21/18,Lion Forge,826
475,499,Peter Parker Spectacular Spider-Man,298,$3.99,02/07/18,Marvel,801
476,475,Dark Nights Metal,1,$4.99,08/16/17,DC,792
477,486,Rivers of London Cry Fox,4,$3.99,02/21/18,Titan,759
478,750,True Believers Star Wars Shattered Empire,1,$1.00,05/04/16,Marvel,755
479,487,Catalyst Prime Incidentals,6,$3.99,02/28/18,Lion Forge,752
480,420,Dynamite 2017 Convention Cosplay Special,,$10.00,02/07/18,Dynamite,750
481,500,Mighty Thor,703,$3.99,01/17/18,Marvel,750
482,504,Daredevil,596,$3.99,02/07/18,Marvel,744
483,767,True Believers Marvel Zombies,1,$1.00,04/01/15,Marvel,743
484,497,Consultant,2,$3.99,02/07/18,Action Lab,719
485,445,Archie Jumbo Comics Digest,286,$6.99,02/07/18,Archie,710
486,508,Invincible Iron Man,596,$3.99,01/31/18,Marvel,705
487,492,Phoenix Resurrection Return Jean Grey,5,$4.99,01/31/18,Marvel,704
488,493,Catalyst Prime Accell Vol. 2,4,$3.99,02/14/18,Lion Forge,703
489,506,Batman The Dawnbreaker,1,$3.99,10/04/17,DC,701
490,400,Rick & Morty,35 Sketch Var,$10.00,02/28/18,Oni,700
491,798,True Believers Wolverine X-Men,1,$1.00,02/22/17,Marvel,688
492,447,B & V Friends Jumbo Comics Digest,259,$6.99,02/28/18,Archie,686
493,509,Batman The Murder Machine,1,$3.99,09/27/17,DC,686
494,537,Batman,39,$2.99,01/17/18,DC,673
495,501,Consultant,3,$3.99,02/21/18,Action Lab,667
496,496,Zojaqan,3,$3.99,02/07/18,Vault,661
497,680,Image Firsts Outcast,1,$1.00,12/03/14,Image,652
498,503,Harcourt Legacy,3,$3.99,02/07/18,Action Lab,648
499,505,Shrugged Vol. 2,6,$3.99,02/07/18,Aspen,648
500,545,Action Comics,996,$2.99,01/24/18,DC,647
